repo,issue_number,comment_id,clean_comment,comment_created_at,comment_author_login,comment_author_type,author_association,is_solution_comment,primary_label
tensorflow/tensorflow,100519,3996624557,"hi , sorry for the delay, and thanks for your patience. this is expected. [inline code] does not currently have an xla kernel, so compilation fails when [inline code] is enabled. if you only need the pooled output, you can switch to [inline code] that works with xla. i tested this locally and it runs fine. i have attached a colab [gist]( [url] for reference. if you also need the argmax indices, you will have to disable [inline code] for this function. thank you!",2026-03-04 10:27:54+00:00,Venkat6871,User,CONTRIBUTOR,0,stat:awaiting response
tensorflow/tensorflow,100517,3333368274,"i was able to reproduce your issue on colab using tensorflow version 2.19.0 and 2.20.0 here, i am providing [gist]( [url] for your reference. thank you!",2025-09-25 10:46:50+00:00,Venkat6871,User,CONTRIBUTOR,0,stat:awaiting response
tensorflow/tensorflow,100517,3996746362,"hi , sorry for the delay, and thanks for your patience. this happens because [inline code] internally uses the [inline code] op, which produces string tensors. xla does not support string operations, so there is no xla kernel for [inline code] . since everything inside a [inline code] function must be xla-compatible, the compilation fails. as a workaround, you can move [inline code] outside the compiled function or disable [inline code] while debugging. i tested this locally and it works fine. i have attached a colab [gist]( [url] for reference. thank you!",2026-03-04 10:51:11+00:00,Venkat6871,User,CONTRIBUTOR,1,stat:awaiting response
tensorflow/tensorflow,100500,3306519228,"pr opened here, thanks a lot: [url]",2025-09-18 09:42:19+00:00,ILCSFNO,User,CONTRIBUTOR,0,type:docs-bug
tensorflow/tensorflow,100442,3304135769,"hi, yes, this is default and expected behavior in tensorflow. those early gpu/cuda “warnings” appear before the logger (absl::initializelog()) is initialized, so tf cpp min log level doesn’t suppress them. they are harmless messages, and once tensorflow is fully initialized, the log level works normally. unfortunately, there’s no built-in way to completely hide these startup messages without redirecting stderr or modifying the tf source. they can be annoying during debugging, but they do not indicate a real error and won’t appear again during model training or normal execution.",2025-09-17 18:33:49+00:00,hubashaikh2005,User,NONE,0,stat:awaiting response
tensorflow/tensorflow,100442,3317015231,"hello, thank you for a quick reply! unfortunately, there’s no built-in way to completely hide these startup messages without redirecting stderr or modifying the tf source. so is there no way at all for me to remove them? as i am playing with parallelism, they are displayed multiple times and completely clutter the output... thanks!",2025-09-22 05:35:57+00:00,Orient-Dorey,User,NONE,0,stat:awaiting response
tensorflow/tensorflow,100442,3332844379,"hi , thanks for your pointers here. hi -dorey , apologies for the delay, and thanks for raising your concern here. the tensorflow package includes gpu/xla support, which is why you are seeing those warnings. even if your machine has no gpu, tensorflow tries to initialize gpu backends like cudnn, cublas, and cufft, resulting in these warnings. [inline code] if you want to remove these warnings and use cpu only, you can install the cpu-only package with the following command: [code block] after this, importing tensorflow will show only minimal informational logs about cpu optimizations, and all gpu-related warnings will disappear. i tried this myself, and the warnings were gone. i am attaching a screenshot for your reference. thank you!",2025-09-25 08:33:04+00:00,Venkat6871,User,CONTRIBUTOR,0,stat:awaiting response
tensorflow/tensorflow,100434,3564828291,"hi -1995 , thank you for the report. tensorflow lite has formally transitioned to [litert]( [url] where all future development now occurs. please test if this xcode 26 build failure persists using the [latest litert build]( [url] if the issue remains, please let us know so we can migrate this discussion to the litert repository for resolution. going forward, please file new reports in the [litert repository]( [url] see the [announcement blog]( [url] and [migration guide]( [url] for details.",2025-11-21 22:25:24+00:00,aravindmurali22,User,NONE,0,stat:awaiting response
tensorflow/tensorflow,100327,3326877210,"hi , apologies for the delay, and thanks for raising your concern here. the issue comes from the way [inline code] was defined. in your code it was written as a method [inline code] and passed into [inline code] . this caused keras to treat it as a python method, which cannot be deserialized. the fix is to define [inline code] as a stand-alone function, decorate it with [inline code] , and then pass it directly into [inline code] . this way, keras recognizes it as a registered function and can save/reload the model correctly. i have created a colab [gist]( [url] with the corrected implementation for your reference. hope this will helps to you. thank you!",2025-09-24 07:04:27+00:00,Venkat6871,User,CONTRIBUTOR,1,stat:awaiting response
tensorflow/tensorflow,100317,3298776502,"hi, thank you for reporting this issue with tensorflow lite in play services. to help us provide effective debugging assistance, i notice that the issue report is currently missing several critical pieces of information that are required for troubleshooting. missing required information: could you please provide the following details: 1. system information: android device information (use adb shell getprop ro.build.fingerprint) tensorflow lite in play services sdk version (found in build.gradle) google play services version (settings apps google play services app details) android api level and device model 2. issue description: what specific problem are you experiencing? what error messages are you seeing? (full error logs/stack traces) what behavior did you expect vs. what actually happened? 3. reproducible code: please share the minimal code that reproduces the issue include relevant build.gradle dependencies share your model loading/inference code 4. logs and additional info: full logcat output when the error occurs any relevant console output or crash reports model details (size, format, custom operations used) 5. environment context: are you using tflite converted models? which tensorflow lite apis are you using? (task library, interpreter api, etc.) any custom delegates or acceleration being used? this appears to be a template issue that wasn't completed. following the tensorflow issue tracker guidelines, complete bug reports help us provide faster and more accurate assistance. i'm standing by to help once you provide the requested information! thank you for your cooperation and patience.",2025-09-16 13:27:25+00:00,gaikwadrahul8,User,CONTRIBUTOR,0,stat:awaiting response
tensorflow/tensorflow,100300,3288435723,"i believe this should fix it when you drop inputs= , s, c = lstm(self. n s, return state=true, return sequences=true)(context, initial state=[s, c])",2025-09-13 14:14:38+00:00,DasoTD,User,NONE,1,type:bug
tensorflow/tensorflow,100300,3288454580,you are right! i was migrating a notebook which uses very old version of tf and it has this [inline code] .,2025-09-13 14:24:00+00:00,khteh,User,NONE,0,type:bug
tensorflow/tensorflow,100237,3311194673,"i was able to reproduce your issue on colab using tensorflow versions 2.19.0 and 2.20.0. here, i am providing my [gist]( [url] for your reference. thank you!",2025-09-19 08:35:55+00:00,Venkat6871,User,CONTRIBUTOR,0,type:bug
tensorflow/tensorflow,100237,3389742441,"pr opened here, thanks: [url]",2025-10-10 12:07:24+00:00,ILCSFNO,User,CONTRIBUTOR,0,type:bug
tensorflow/tensorflow,100237,3413781289,"hi , apologies for the delay, thanks for raising your issue here. i see you have already taken the initiative and submitted a [pull request]( [url] for this! that is awesome. once it is merged, the problem should be resolved. thanks again for both reporting the issue and contributing a fix to tensorflow!",2025-10-17 04:09:07+00:00,Venkat6871,User,CONTRIBUTOR,1,type:bug
tensorflow/tensorflow,100237,3435520542,that's alright! thanks for your noting again!,2025-10-23 07:26:58+00:00,ILCSFNO,User,CONTRIBUTOR,0,type:bug
tensorflow/tensorflow,100234,3284259506,"pr opened here, thanks! [url]",2025-09-12 08:20:30+00:00,ILCSFNO,User,CONTRIBUTOR,0,type:docs-bug
tensorflow/tensorflow,100138,3279423291,pr opened here: [url],2025-09-11 09:20:59+00:00,ILCSFNO,User,CONTRIBUTOR,0,type:docs-bug
tensorflow/tensorflow,100134,3279123781,"pr opened here, thanks a lot! [url]",2025-09-11 08:20:42+00:00,ILCSFNO,User,CONTRIBUTOR,0,type:docs-bug
tensorflow/tensorflow,99991,3324853338,"from the linker documentation the –b symbolic(functions) options are intended for specialized dynamic objects and are not recommended for general use. although these options can reduce runtime relocation overhead, they can compromise bindings that expect interposition. to reduce runtime relocation processing, the creation of a version definition or use of direct bindings is recommended over using these options. in other words it is an optimization technique to shorten relocation times. framework.so is by design supposed to be imported by many other libraries (all tf's own python bindings and many other libs which depend on it). yes, it does not work well, but that is a different discussion, and a decision which had been made many years ago, so we are stuck with it. main point of this issue is the need to control and limit exported symbols by providing version script to framework.so.2, though matching pr ( [url] introduces version script which still exports [everything ]( [url] yes, the general idea of properly controlling exported symbols is what we would like to have, the bigger [inline code] has it (but still exports tons of stuff), [inline code] by design is a small subset of tf, that can be exported by anyone, thus its entire body is exported. in other words, the version script part did not change the behavior, the symbolic-functions arg broke mac build, and i don't think the symbolic optimization technique is appropriate for a binary which is being loaded all over the place (both automatically via dynamic section resolution and often manually by [inline code] in downstream projects), as it is likely to brake downstream projects in weird ways.",2025-09-23 16:59:06+00:00,vam-google,User,COLLABORATOR,0,type:bug
